Address,Zip Code,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Entitlements,Type2,AH Studio Unit #,AH 1BR Unit #,AH 2BR Unit #,AH 3BR Unit #,AH 4BR Unit #,AH 5BR Unit#,AH 6BR Unit#,LAT,LONG
17630 W. Sherman Way,91406,6,2022,5,39,12.82%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,"211, 304","205, 309, 103",,,,,,,
1441 W. 5th St.,90017,1,2022,36,218,16.51%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,"118, 202, 210, 219, 306, 323, 405, 409, 502, 507, 531, 603, 610, 625, 701, 708","106, 215, 231, 313, 320, 419, 429, 515, 524, 618, 621, 714, 724","108, 229, 325, 333, 412, 533, 720",,,,,,
125 W. 46th St.,90037,9,2022,1,4,25.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,1A,,,,,,
1740 W. 64th St.,90047,8,2022,1,3,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
511 N. Reno St.,90026,13,2022,2,6,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
915 N. Marview Ave.,90012,1,2022,1,4,25.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
569 N. Rossmore Ave.,90004,5,2022,1,70,1.43%,Unpermitted Dwelling Units (Udu),Market Rate Developments,104,,,,,,,,
220 S. Poinsettia Pl.,90036,5,2022,1,8,12.50%,Unpermitted Dwelling Units (Udu),Market Rate Developments,7,,,,,,,,
1426 N. Fairfax Ave.,90046,13,2022,1,10,10.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,10,,,,,,,,
6815 W. Lexington Ave.,90038,13,2022,1,5,20.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
3759 S. Veteran Ave.,90034,5,2022,1,3,33.33%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,,,,,,,
977 N. Hyperion Ave.,90029,13,2022,2,10,20.00%,Unpermitted Dwelling Units (Udu),Market Rate Developments,,,"977 3/4, 981 1/4 ",,,,,,
1340 S. Hill St.,90015,14,2022,59,235,25.11%,Other Ordinances Or Discretionary,Market Rate Developments,"201, 211, 312, 313, 329, 333, 336, 341, 343, 423, 431, 439, 442, 529, 532, 536, 541, 543, 609, 630, 631, 635, 642","207, 209, 304, 306, 316, 321, 405, 410, 415, 418, 426, 427, 434, 504, 506, 513, 517, 528, 540, 605, 615, 618, 626, 627, 634","324, 338, 407, 411, 444, 519, 538, 546, 607, 611, 644",,,,,,
200 W. Mesnager St.,90012,1,2022,7,280,2.50%,Other Ordinances Or Discretionary,Market Rate Developments,"227, 538","302, 411, 635, 741",231,,,,,,
15418 W. Bermuda St.,91345,7,2022,7,52,13.46%,Other Ordinances Or Discretionary,Market Rate Developments,,"206, 308, 406, 318","201, 217, 417",,,,,,
6650 N. Reseda Blvd.,91335,4,2022,18,180,10.00%,Other Ordinances Or Discretionary,Market Rate Developments,"314, 418, 435, 529","205, 207, 305, 331, 401, 513","212, 320, 326, 336, 411, 428, 509, 531",,,,,,
1457 N. Main St.,90012,1,2022,9,244,3.69%,Other Ordinances Or Discretionary,Market Rate Developments,"347, 435, 473, 553","134, 138, 215, 260, 370",,,,,,,
6501 S. Broadway,90003,9,2022,50,50,100.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
1100 S. Main St.,90015,14,2022,42,379,11.08%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
1080 S. Vermont Ave.,90006,1,2022,12,228,5.26%,Other Ordinances Or Discretionary,Market Rate Developments,"635, 730","322, 345, 432, 446, 502, 519","325, 405, 533, 607",,,,,,
525 S. Santa Fe Ave.,90013,14,2022,29,475,6.11%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
300 W. 73rd St.,90003,9,2022,44,45,97.78%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
10400 S. San Pedro St.,90003,8,2022,46,47,97.87%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
2554 S. Genesee Ave.,90016,10,2022,10,65,15.38%,Other Ordinances Or Discretionary,Market Rate Developments,504,"205, 308, 310, 406, 502, 603","201, 207, 411",,,,,,
10915 W. Strathmore Dr.,90024,5,2022,5,37,13.51%,Other Ordinances Or Discretionary,Market Rate Developments,,,,527,,"103, 226, 320, 426",,,
2444 S. Barry Ave.,90064,11,2022,60,61,98.36%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
2471 S. Lincoln Blvd.,90291,11,2022,39,40,97.50%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
843 N. Banning Blvd.,90744,15,2022,63,64,98.44%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
6658 W. Franklin Ave.,90028,4,2022,10,64,15.63%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),"102, 105, 201, 209, 303, 306, 407, 410, 508, 511",,,,,,,,
8767 N. Parthenia Pl.,91343,6,2022,71,73,97.26%,Density Bonus,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1021 N. Vermont Ave.,90029,13,2022,185,187,98.93%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
2106 S. Central Ave.,90011,9,2022,56,57,98.25%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
2751 W. Francis Ave.,90005,1,2022,63,64,98.44%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
4507 S. Main St.,90037,9,2022,60,61,98.36%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1623 W. Manchester Ave.,90047,8,2022,49,50,98.00%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1432 W. Miramar St.,90026,1,2022,93,94,98.94%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
715 N. Alvarado St.,90026,13,2022,80,81,98.77%,Transit Oriented Communities (Toc),Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
8547 N. Sepulveda Blvd.,91343,5,2022,53,54,98.15%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1355 N. Avalon Blvd.,90744,15,2022,53,54,98.15%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
319 N. Beacon St.,90731,15,2022,88,89,98.88%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
318 N. Juanita Ave.,90004,13,2022,52,53,98.11%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
316 N. Juanita Ave.,90004,13,2022,51,52,98.08%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
320 N. Juanita Ave.,90004,13,2022,71,72,98.61%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
3552 E. Whittier Blvd.,90023,14,2022,63,64,98.44%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,,
1351 E. 41st St.,90011,9,2022,126,127,99.21%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects (Mp),,,,,,,,34.15527712,-118.3793861
4639 N TUJUNGA AVE,,2,2024,57,58,98.28%,ED1,,,,,,,,,34.2162001,-118.3704012
8011 N VINELAND AVE,,6,2024,134,135,99.26%,ED1,,,,,,,,,34.21585907,-118.3714557
11039 W STRATHERN ST,,6,2024,96,97,98.97%,ED1,,,,,,,,,34.0481511,-118.2996862
1228 S NORMANDIE AVE,,1,2024,74,75,98.67%,ED1,,,,,,,,,34.0785344,-118.2602419
1140 N GLENDALE BLVD,,13,2024,107,108,99.07%,ED1,,,,,,,,,34.164258,-118.6278627
23036 W VENTURA BLVD,,3,2024,99,100,99.00%,ED1,,,,,,,,,34.0480298,-118.2180712
125 N BAILEY ST,,14,2024,59,60,98.33%,ED1,,,,,,,,,34.2193947,-118.4672203
8163 N SEPULVEDA BLVD,,6,2024,90,91,98.90%,ED1,,,,,,,,,34.1854602,-118.4538032
14716 W FRIAR ST,,6,2024,58,59,98.31%,ED1,,,,,,,,,33.9912527,-118.274246
5607 S MAIN ST,,9,2024,25,26,96.15%,ED1,,,,,,,,,33.931861,-118.2790525
11301 S ATHENS WAY,,8,2024,40,41,97.56%,ED1,,,,,,,,,33.9925385,-118.2780828
5436 S BROADWAY,,9,2024,36,37,97.30%,ED1,,,,,,,,,34.04235165,-118.2080155
2528 E 1ST ST,,14,2024,50,51,98.04%,ED1,,,,,,,,,34.0492998,-118.2932777
2553 W 12TH ST,,1,2024,28,29,96.55%,ED1,,,,,,,,,33.963469,-118.287335
8301 S HOOVER ST,,8,2024,69,70,98.57%,ED1,,,,,,,,,33.9390779,-118.2654301
10705 S AVALON BLVD,,8,2024,68,69,98.55%,ED1,,,,,,,,,33.9681714,-118.2786394
7823 S BROADWAY,,9,2024,29,29,100.00%,ED1,,,,,,,,,33.988101,-118.270259
5860 S LOS ANGELES ST,,9,2024,138,139,99.28%,ED1,,,,,,,,,33.9709411,-118.2869377
7524 S HOOVER ST,,8,2024,78,79,98.73%,ED1,,,,,,,,,34.0475555,-118.3342382
1327 S WEST BLVD,,10,2024,26,27,96.30%,ED1,,,,,,,,,33.971685,-118.3095078
7501 S WESTERN AVE,,8,2024,155,156,99.36%,ED1,,,,,,,,,34.0476345,-118.2755478
1604 W 11TH ST,,1,2024,30,31,96.77%,ED1,,,,,,,,,34.0391543,-118.2761123
1627 S OAK ST,,1,2024,34,35,97.14%,ED1,,,,,,,,,33.9251733,-118.2540411
11840 S CENTRAL AVE,,15,2024,69,70,98.57%,ED1,,,,,,,,,34.2916183,-118.4500286
12188 N SAN FERNANDO ROAD,,7,2024,120,121,99.17%,ED1,,,,,,,,,34.0040444,-118.3328519
4345 S CRENSHAW BLVD,,8,2024,55,56,98.21%,ED1,,,,,,,,,33.9650766,-118.3092485
8111 S WESTERN AVE,,8,2024,45,46,97.83%,ED1,,,,,,,,,33.9882822,-118.2685679
5879 S CROCKER ST,,9,2024,18,18,100.00%,ED1,,,,,,,,,34.0058626,-118.2873891
4269 S HOOVER ST,,9,2024,92,93,98.92%,ED1,,,,,,,,,34.0945196,-118.3354878
1301 N CHEROKEE AVE,,13,2024,52,53,98.11%,ED1,,,,,,,,,33.9972469,-118.278631
5001 S BROADWAY,,9,2024,186,187,99.47%,ED1,,,,,,,,,34.0166505,-118.2485806
1432 E 25TH ST,,9,2024,54,55,98.18%,ED1,,,,,,,,,34.0714577,-118.2951191
144 S CATALINA ST,,10,2024,45,46,97.83%,ED1,,,,,,,,,33.9732622,-118.2829683
7311 S FIGUEROA ST,,8,2024,144,148,97.30%,ED1,,,,,,,,,33.9723432,-118.282441
7408 S FIGUEROA ST,,8,2024,156,160,97.50%,ED1,,,,,,,,,34.0074395,-118.3086458
4186 S WESTERN AVE,,8,2024,117,118,99.15%,ED1,,,,,,,,,33.9634954,-118.3093597
8301 S WESTERN AVE,,8,2024,51,52,98.08%,ED1,,,,,,,,,33.9295593,-118.2354619
2023 E IMPERIAL HWY,,15,2024,89,90,98.89%,ED1,,,,,,,,,33.9517305,-118.274127
9305 S MAIN ST,,8,2024,61,61,100.00%,ED1,,,,,,,,,34.0439203,-118.3071781
2229 W VENICE BLVD,,10,2024,57,58,98.28%,ED1,,,,,,,,,34.0053305,-118.2915611
4301 S VERMONT AVE,,9,2024,187,188,99.47%,ED1,,,,,,,,,34.0415364,-118.2474941
427 E 7TH ST,,14,2024,215,216,99.54%,ED1,,,,,,,,,33.9856018,-118.3312562
5975 S CRENSHAW BLVD,,8,2024,52,53,98.11%,ED1,,,,,,,,,33.9924168,-118.2562546
5516 S CENTRAL AVE,,9,2024,28,29,96.55%,ED1,,,,,,,,,34.049698,-118.19692
2838 E WABASH AVE,,14,2024,51,52,98.08%,ED1,,,,,,,,,34.3105832,-118.4371375
13200 N BROMONT AVE,,7,2024,178,180,98.89%,ED1,,,,,,,,,34.046612,-118.376498
1725 S LA CIENEGA BLVD 1-26,,5,2024,59,60,98.33%,ED1,,,,,,,,,33.9639219,-118.2780486
8304 S BROADWAY,,9,2024,29,30,96.67%,ED1,,,,,,,,,33.9887786,-118.3328159
3452 W SLAUSON AVE,,8,2024,26,27,96.30%,ED1,,,,,,,,,34.0918766,-118.3251238
6219 W BANNER AVE,,13,2024,63,64,98.44%,ED1,,,,,,,,,33.9337914,-118.2786782
11151 S BROADWAY,,8,2024,39,40,97.50%,ED1,,,,,,,,,34.10252,-118.33209
1734 N HUDSON AVE,,13,2024,64,65,98.46%,ED1,,,,,,,,,34.1705716,-118.4184824
5511 N ETHEL AVE,,4,2024,199,200,99.50%,ED1,,,,,,,,,33.9694388,-118.3312229
7715 S CRENSHAW BLVD,,8,2024,221,222,99.55%,ED1,,,,,,,,,34.0273819,-118.3550139
2900 S ORANGE DR,,10,2024,33,34,97.06%,ED1,,,,,,,,,34.1516608,-118.4287686
13568 W RYE ST 1-6,,4,2024,225,225,100.00%,ED1,,,,,,,,,34.0549104,-118.3027452
926 S KINGSLEY DR,,10,2024,135,136,99.26%,ED1,,,,,,,,,33.9743744,-118.3023229
1454 W FLORENCE AVE,,8,2024,30,31,96.77%,ED1,,,,,,,,,34.0549208,-118.3033398
927 S KINGSLEY DR,,10,2024,135,136,99.26%,ED1,,,,,,,,,33.9730639,-118.2781318
7320 S BROADWAY,,9,2024,37,37,100.00%,ED1,,,,,,,,,34.0083079,-118.2654716
4129 S AVALON BLVD,,9,2024,47,48,97.92%,ED1,,,,,,,,,34.0278285,-118.2582808
632 E WASHINGTON BLVD,,9,2024,70,71,98.59%,ED1,,,,,,,,,34.0049685,-118.3086323
4300 S WESTERN AVE,,8,2024,0,0,#DIV/0!,ED1,,,,,,,,,33.72806996,-118.2920879
684 W 18TH ST,,15,2024,25,26,96.15%,ED1,,,,,,,,,33.73716362,-118.2911395
644 W 8TH ST,,15,2024,25,26,96.15%,ED1,,,,,,,,,34.1866285,-118.5056391
17100 VICTORY BLVD,,6,2024,192,194,98.97%,ED1,,,,,,,,,33.974361,-118.2958601
1156 W FLORENCE AVE,,8,2024,13,15,86.67%,ED1,,,,,,,,,34.0105635,-118.2972045
"1234 W MARTIN LUTHER KING, JR BLVD",,9,2024,16,16,100.00%,ED1,,,,,,,,,34.0556789,-118.3140753
900 S WILTON PL,,5,2024,79,80,98.75%,ED1,,,,,,,,,34.0968982,-118.3520161
1431 N VISTA ST,,13,2024,37,38,97.37%,ED1,,,,,,,,,34.1960327,-118.5371514
6908 N BAIRD AVE,,4,2024,47,48,97.92%,ED1,,,,,,,,,34.1900438,-118.4839261
6545 N WOODLEY AVE,,6,2024,35,36,97.22%,ED1,,,,,,,,,34.0408238,-118.4473618
11418 W MISSOURI AVE,,11,2024,43,44,97.73%,ED1,,,,,,,,,34.2059552,-118.3957032
12035 W RUNNYMEDE ST,,2,2024,71,72,98.61%,ED1,,,,,,,,,34.09150579,-118.3164153
5814 W VIRGINIA AVE,,13,2024,42,43,97.67%,ED1,,,,,,,,,34.0559784,-118.2618357
1322 W MARYLAND ST,,1,2024,120,121,99.17%,ED1,,,,,,,,,34.03671226,-118.1944342
3416 E 1ST ST,,14,2024,49,50,98.00%,ED1,,,,,,,,,34.0315193,-118.4013871
3340 S SHELBY DR 1-86,,5,2024,76,76,100.00%,ED1,,,,,,,,,34.25933,-118.401455
12342 W OSBORNE PL,,7,2024,99,100,99.00%,ED1,,,,,,,,,33.9830825,-118.2780303
6200 S BROADWAY,,9,2024,65,66,98.48%,ED1,,,,,,,,,34.0443443,-118.2924512
1601 W VENICE BLVD,,1,2024,9,9,100.00%,ED1,,,,,,,,,34.1874443,-118.4529312
14658 W GILMORE ST,,6,2024,47,48,97.92%,ED1,,,,,,,,,34.0605974,-118.3129098
3950 W INGRAHAM ST,,10,2024,58,59,98.31%,ED1,,,,,,,,,34.1719512,-118.3902229
11806 W BURBANK BLVD,,2,2024,29,30,96.67%,ED1,,,,,,,,,34.1501061,-118.4110389
12750 W MOORPARK ST 1-11,,4,2024,51,51,100.00%,ED1,,,,,,,,,34.1905042,-118.3851092
11606 W ARCHWOOD ST,,2,2024,17,17,100.00%,ED1,,,,,,,,,34.0969784,-118.2991608
1412 N MARIPOSA AVE,,13,2024,71,72,98.61%,ED1,,,,,,,,,34.0202223,-118.2536989
2312 S CENTRAL AVE,,9,2024,59,60,98.33%,ED1,,,,,,,,,34.1786674,-118.5951859
21300 W OXNARD ST 1-173,,3,2024,297,301,98.67%,ED1,,,,,,,,,34.0758198,-118.2684923
801 N WATERLOO ST,,13,2024,131,132,99.24%,ED1,,,,,,,,,34.0854401,-118.3000638
816 N NORMANDIE AVE,,13,2024,39,40,97.50%,ED1,,,,,,,,,34.0437799,-118.2083689
121 N MATHEWS ST,,14,2024,39,40,97.50%,ED1,,,,,,,,,34.0684232,-118.2952384
316 S CATALINA ST,,10,2024,46,47,97.87%,ED1,,,,,,,,,34.1669196,-118.4500169
14535 W WEDDINGTON ST,,4,2024,22,23,95.65%,ED1,,,,,,,,,33.9743178,-118.2899051
920 W FLORENCE AVE 1-22,,8,2024,46,46,100.00%,ED1,,,,,,,,,34.0480634,-118.210155
2141 E CESAR E CHAVEZ AVE,,14,2024,18,19,94.74%,ED1,,,,,,,,,34.0430768,-118.3127252
1614 S GRAMERCY PL,,10,2024,21,22,95.45%,ED1,,,,,,,,,34.1047611,-118.3150302
1845 N TAFT AVE,,13,2024,106,107,99.07%,ED1,,,,,,,,,33.9847208,-118.333483
6018 S BRYNHURST AVE,,8,2024,49,51,96.08%,ED1,,,,,,,,,33.9893309,-118.3336207
5753 S BRYNHURST AVE,,8,2024,52,53,98.11%,ED1,,,,,,,,,34.0892795,-118.3015886
1020 N ARDMORE AVE,,13,2024,55,56,98.21%,ED1,,,,,,,,,34.18688,-118.47671
6401 N WHITMAN AVE 1-15,,6,2024,1,1,100.00%,ED1,,,,,,,,,33.9812034,-118.2786538
6401 S BROADWAY,,9,2024,49,50,98.00%,ED1,,,,,,,,,34.22690884,-118.4679007
8615 N SEPULVEDA BLVD,,6,2024,244,245,99.59%,ED1,,,,,,,,,34.2645642,-118.5084764
17184 W CHATSWORTH ST,,12,2024,68,69,98.55%,ED1,,,,,,,,,34.0444659,-118.2150391
2009 E 2ND ST,,14,2024,45,46,97.83%,ED1,,,,,,,,,34.090127,-118.2942057
1023 N BERENDO ST,,13,2024,127,128,99.22%,ED1,,,,,,,,,34.0413813,-118.2115658
2330 E 3RD ST,,14,2024,52,53,98.11%,ED1,,,,,,,,,33.97726,-118.30876
6820 S WESTERN AVE,,8,2024,36,37,97.30%,ED1,,,,,,,,,34.05467,-118.35747
5750 W SAN VICENTE BLVD 1-8,,10,2024,45,46,97.83%,ED1,,,,,,,,,34.066875,-118.2146458
1931 N WORKMAN ST,,1,2024,136,137,99.27%,ED1,,,,,,,,,34.018027,-118.2461965
1563 E 22ND ST,,9,2024,177,178,99.44%,ED1,,,,,,,,,34.0361548,-118.2811599
1015 W 21ST ST,,1,2024,6,7,85.71%,ED1,,,,,,,,,34.0301,-118.4528721
2245 S AMHERST AVE,,11,2024,37,38,97.37%,ED1,,,,,,,,,34.10707,-118.19751
5326 N FIGUEROA ST,,1,2024,34,35,97.14%,ED1,,,,,,,,,34.1868294,-118.4720413
15931 W VICTORY BLVD,,6,2024,99,100,99.00%,ED1,,,,,,,,,34.1054763,-118.1947954
224 S AVENUE 55,,1,2024,24,25,96.00%,ED1,,,,,,,,,33.96487,-118.27849
8201 S BROADWAY,,9,2024,30,31,96.77%,ED1,,,,,,,,,34.0913444,-118.2952561
1115 N HELIOTROPE DR,,13,2024,45,46,97.83%,ED1,,,,,,,,,34.0311272,-118.286192
2654 S MAGNOLIA AVE,,9,2024,14,15,93.33%,ED1,,,,,,,,,34.2571866,-118.4839556
16136 W DEVONSHIRE ST,,12,2024,13,15,86.67%,ED1,,,,,,,,,33.8194563,-118.3016957
1405 W 228TH ST,,15,2024,20,20,100.00%,ED1,,,,,,,,,33.9894127,-118.3109957
1885 W SLAUSON AVE,,8,2024,78,79,98.73%,ED1,,,,,,,,,34.0570562,-118.2882226
2859 W FRANCIS AVE,,1,2024,289,290,99.66%,ED1,,,,,,,,,34.0154467,-118.4167467
3716 S BENTLEY AVE,,5,2024,71,72,98.61%,ED1,,,,,,,,,34.0476598,-118.3208698
3655 W PICO BLVD,,10,2024,88,89,98.88%,ED1,,,,,,,,,34.0153345,-118.293749
1078 W 39TH ST,,8,2024,119,120,99.17%,ED1,,,,,,,,,34.185081,-118.4437288
14243 W SYLVAN ST 1-5,,6,2024,80,81,98.77%,ED1,,,,,,,,,34.1026403,-118.2980289
1726 N ALEXANDRIA AVE,,4,2024,67,69,97.10%,ED1,,,,,,,,,34.0867567,-118.3755729
843 N ALFRED ST,,5,2024,143,144,99.31%,ED1,,,,,,,,,34.166672,-118.6054191
5328 N TOPANGA CANYON BLVD,,3,2024,44,45,97.78%,ED1,,,,,,,,,34.12172876,-118.222077
4319 N TOLAND WAY 1-4,,1,2024,140,141,99.29%,ED1,,,,,,,,,34.0594029,-118.3214719
800 S LORRAINE BLVD,,5,2024,63,64,98.44%,ED1,,,,,,,,,34.0252698,-118.2974027
1408 W JEFFERSON BLVD,,8,2024,0,1,0.00%,ED1,,,,,,,,,34.2463099,-118.4504497
9701 N VESPER AVE,,6,2024,132,133,99.25%,ED1,,,,,,,,,34.0502983,-118.4292592
1943 S MANNING AVE,,5,2024,62,63,98.41%,ED1,,,,,,,,,34.0334482,-118.3774902
2625 S CULLEN ST,,10,2024,69,77,89.61%,ED1,,,,,,,,,34.197408,-118.3948846
12012 W HART ST 1-22,,2,2024,21,24,87.50%,ED1,,,,,,,,,34.0395879,-118.2133021
443 S SOTO ST,,14,2024,137,138,99.28%,ED1,,,,,,,,,33.9991807,-118.3312174
4827 S CRENSHAW BLVD,,8,2024,55,56,98.21%,ED1,,,,,,,,,34.0630494,-118.3057145
611 S HOBART BLVD,,10,2024,79,80,98.75%,ED1,,,,,,,,,34.0445108,-118.2443641
415 E 5TH ST,,14,2024,0,1,0.00%,ED1,,,,,,,,,34.1699546,-118.3820322
5444 N CAMELLIA AVE,,2,2024,45,46,97.83%,ED1,,,,,,,,,34.0257565,-118.3174053
2075 W JEFFERSON BLVD,,10,2024,99,100,99.00%,ED1,,,,,,,,,34.145158,-118.3714184
11035 W AQUA VISTA ST 1-23,,2,2024,85,86,98.84%,ED1,,,,,,,,,34.0965003,-118.3123893
5645 W FERNWOOD AVE,,13,2024,518,523,99.04%,ED1,,,,,,,,,34.015298,-118.3003385
3901 S NORMANDIE AVE,,8,2024,83,84,98.81%,ED1,,,,,,,,,34.0123349,-118.2587608
964 E JEFFERSON BLVD,,9,2024,70,71,98.59%,ED1,,,,,,,,,34.0327827,-118.2804646
2323 S SCARFF ST,,1,2024,77,78,98.72%,ED1,,,,,,,,,34.0248575,-118.2927213
1250 W JEFFERSON BLVD,,8,2024,121,122,99.18%,ED1,,,,,,,,,34.2004503,-118.4117235
12801 W BARBARA ANN ST,,2,2024,65,66,98.48%,ED1,,,,,,,,,34.203725,-118.483331
7324 N WOODLEY AVE,,6,2024,0,0,#DIV/0!,ED1,,,,,,,,,34.172459,-118.4535684
14707 W BURBANK BLVD,,4,2024,90,91,98.90%,ED1,,,,,,,,,34.0441756,-118.2062066
2601 E MICHIGAN AVE,,14,2024,49,50,98.00%,ED1,,,,,,,,,34.10142561,-118.3589425
7770 W HOLLYWOOD BLVD,,13,2024,212,213,99.53%,ED1,,,,,,,,,34.1948592,-118.5370439
6834 N BAIRD AVE,,4,2024,91,92,98.91%,ED1,,,,,,,,,34.0925134,-118.3164328
5814 W LEXINGTON AVE,,13,2024,96,97,98.97%,ED1,,,,,,,,,34.0593295,-118.3119429
708 S GRAMERCY DR,,5,2024,100,101,99.01%,ED1,,,,,,,,,33.9546066,-118.2560667
9002 S CENTRAL AVE,,9,2024,36,37,97.30%,ED1,,,,,,,,,34.0703134,-118.2709481
242 N ROSEMONT AVE 1-4,,13,2024,31,32,96.88%,ED1,,,,,,,,,33.97064438,-118.2815861
432 W 76TH ST,,8,2024,15,16,93.75%,ED1,,,,,,,,,34.05330038,-118.3961746
1462 S REEVES ST 1-4,,5,2024,100,101,99.01%,ED1,,,,,,,,,33.97206527,-118.2785939
7421 S BROADWAY,,9,2024,134,135,99.26%,ED1,,,,,,,,,34.02436636,-118.3426121
3442 S HILLCREST DR,,10,2024,47,48,97.92%,ED1,,,,,,,,,34.04935425,-118.2811436
1132 S ALVARADO ST,,1,2024,58,59,98.31%,ED1,,,,,,,,,34.09133367,-118.2800889
1057 N HYPERION AVE,,13,2024,64,65,98.46%,ED1,,,,,,,,,34.02020665,-118.3086034
3720 S WESTERN AVE,,8,2024,200,201,99.50%,ED1,,,,,,,,,34.05656536,-118.3104456
851 S MANHATTAN PL,,5,2024,59,60,98.33%,ED1,,,,,,,,,34.04238896,-118.4508544
1723 S COLBY AVE,,11,2024,142,142,100.00%,ED1,,,,,,,,,34.0058626,-118.2873891
4269 S HOOVER ST,,9,2024,87,88,98.86%,ED1,,,,,,,,,34.06513489,-118.2700679
142 S MOUNTAIN VIEW AVE,,1,2024,21,22,95.45%,ED1,,,,,,,,,33.99928772,-118.4157652
4360 S MCLAUGHLIN AVE,,11,2024,37,38,97.37%,ED1,,,,,,,,,34.066875,-118.2146458
1931 N WORKMAN ST,,1,2024,89,90,98.89%,ED1,,,,,,,,,34.0677891,-118.2745576
120 S CARONDELET ST,,13,2024,79,80,98.75%,ED1,,,,,,,,,34.02211194,-118.2977248
